outlay_category,outlay_subcategory,baseline_date,baseline_name,APB_flag,projected_fiscal_year,projected_year_number,baseline_projected_outlay,actual_outlay,legislative_outlay_change,adjusted_projection,projection_error,projection_error_pct_actual
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2013,1,583.8,576.6,0.0,583.8,7.2,1.2
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2014,2,572.0,582.4,17.9,589.9,7.4,1.3
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2015,3,591.3,588.8,14.2,605.5,16.7,2.8
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2016,4,597.4,600.4,21.2,618.6,18.2,3.0
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2017,5,614.4,610.1,20.8,635.2,25.1,4.1
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2018,6,627.4,638.9,55.5,682.9,44.0,6.9
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2019,7,643.1,661.2,68.9,712.0,50.8,7.7
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2020,8,658.0,913.9,309.3,967.4,53.4,5.8
Discretionary,Nondefense Discretionary,2013-05-01,CBO May 2013 Baseline,True,2021,9,673.3,894.8,290.8,964.1,69.3,7.7
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2014,1,583.8,582.4,0.0,583.8,1.3,0.2
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2015,2,589.3,588.8,12.7,602.0,13.3,2.3
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2016,3,581.1,600.4,34.3,615.5,15.1,2.5
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2017,4,577.4,610.1,50.3,627.7,17.7,2.9
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2018,5,584.8,638.9,92.1,676.9,38.0,5.9
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2019,6,595.3,661.2,110.7,706.1,44.8,6.8
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2020,7,608.2,913.9,354.3,962.5,48.5,5.3
Discretionary,Nondefense Discretionary,2014-04-01,April 2014 Baseline,True,2021,8,619.6,894.8,338.1,957.7,63.0,7.0
Discretionary,Nondefense Discretionary,2015-03-01,March 2015 Baseline,True,2015,1,592.0,588.8,0.0,592.0,3.2,0.5
Discretionary,Nondefense Discretionary,2015-03-01,March 2015 Baseline,True,2016,2,591.3,600.4,23.0,614.3,13.9,2.3
Discretionary,Nondefense Discretionary,2015-03-01,March 2015 Baseline,True,2017,3,591.9,610.1,36.2,628.2,18.1,3.0
Discretionary,Nondefense Discretionary,2015-03-01,March 2015 Baseline,True,2018,4,595.0,638.9,82.5,677.6,38.7,6.1
Discretionary,Nondefense Discretionary,2015-03-01,March 2015 Baseline,True,2019,5,605.9,661.2,101.3,707.2,46.0,7.0
Discretionary,Nondefense Discretionary,2015-03-01,March 2015 Baseline,True,2020,6,618.1,913.9,345.8,963.9,50.0,5.5
Discretionary,Nondefense Discretionary,2015-03-01,March 2015 Baseline,True,2021,7,630.7,894.8,329.4,960.2,65.4,7.3
Discretionary,Nondefense Discretionary,2016-03-01,March 2016 baseline,True,2016,1,608.4,600.4,0.0,608.4,8.0,1.3
Discretionary,Nondefense Discretionary,2016-03-01,March 2016 baseline,True,2017,2,613.8,610.1,11.8,625.6,15.5,2.5
Discretionary,Nondefense Discretionary,2016-03-01,March 2016 baseline,True,2018,3,611.4,638.9,67.6,679.0,40.1,6.3
Discretionary,Nondefense Discretionary,2016-03-01,March 2016 baseline,True,2019,4,613.3,661.2,95.2,708.6,47.4,7.2
Discretionary,Nondefense Discretionary,2016-03-01,March 2016 baseline,True,2020,5,625.3,913.9,340.3,965.6,51.7,5.7
Discretionary,Nondefense Discretionary,2016-03-01,March 2016 baseline,True,2021,6,637.9,894.8,325.2,963.0,68.3,7.6
Discretionary,Nondefense Discretionary,2017-06-01,June 2017 Baseline,True,2017,1,614.9,610.1,-0.2,614.7,4.6,0.8
Discretionary,Nondefense Discretionary,2017-06-01,June 2017 Baseline,True,2018,2,618.8,638.9,54.4,673.2,34.3,5.4
Discretionary,Nondefense Discretionary,2017-06-01,June 2017 Baseline,True,2019,3,629.5,661.2,77.2,706.7,45.5,6.9
Discretionary,Nondefense Discretionary,2017-06-01,June 2017 Baseline,True,2020,4,634.5,913.9,328.3,962.8,48.9,5.3
Discretionary,Nondefense Discretionary,2017-06-01,June 2017 Baseline,True,2021,5,646.5,894.8,312.8,959.4,64.6,7.2
Discretionary,Nondefense Discretionary,2018-04-01,"April 2018 Baseline, adjusted",True,2018,1,656.0,638.9,0.0,656.0,17.1,2.7
Discretionary,Nondefense Discretionary,2018-04-01,"April 2018 Baseline, adjusted",True,2019,2,694.5,661.2,-5.5,688.9,27.7,4.2
Discretionary,Nondefense Discretionary,2018-04-01,"April 2018 Baseline, adjusted",True,2020,3,691.4,913.9,257.2,948.7,34.7,3.8
Discretionary,Nondefense Discretionary,2018-04-01,"April 2018 Baseline, adjusted",True,2021,4,691.5,894.8,263.2,954.7,59.9,6.7
Discretionary,Nondefense Discretionary,2019-05-01,May 2019 Baseline,True,2019,1,663.6,661.2,5.1,668.7,7.5,1.1
Discretionary,Nondefense Discretionary,2019-05-01,May 2019 Baseline,True,2020,2,644.0,913.9,288.4,932.4,18.4,2.0
Discretionary,Nondefense Discretionary,2019-05-01,May 2019 Baseline,True,2021,3,646.9,894.8,302.0,948.9,54.2,6.1
Discretionary,Nondefense Discretionary,2020-03-01,March 2020 Baseline,True,2020,1,702.2,913.9,228.1,930.2,16.3,1.8
Discretionary,Nondefense Discretionary,2020-03-01,March 2020 Baseline,True,2021,2,723.6,894.8,223.2,946.8,52.0,5.8
Discretionary,Nondefense Discretionary,2021-07-01,2021 July Baseline,True,2021,1,913.5,894.8,0.0,913.5,18.7,2.1
Net Interest,Net Interest,1992-03-01,March 1992 Baseline,True,1992,1,201.0,199.3,-0.0,201.0,1.7,0.8
Net Interest,Net Interest,1992-03-01,March 1992 Baseline,True,1993,2,214.0,198.7,0.0,214.1,15.4,7.7
Net Interest,Net Interest,1992-03-01,March 1992 Baseline,True,1994,3,231.8,202.9,-0.8,231.0,28.0,13.8
Net Interest,Net Interest,1992-03-01,March 1992 Baseline,True,1995,4,246.1,232.1,-3.2,242.9,10.7,4.6
Net Interest,Net Interest,1992-03-01,March 1992 Baseline,True,1996,5,261.5,241.1,-7.2,254.3,13.2,5.5
Net Interest,Net Interest,1992-03-01,March 1992 Baseline,True,1997,6,279.7,244.0,-13.8,265.9,21.9,9.0
Net Interest,Net Interest,1993-03-01,March 1993 Baseline,True,1993,1,198.7,198.7,0.0,198.8,0.0,0.0
Net Interest,Net Interest,1993-03-01,March 1993 Baseline,True,1994,2,210.7,202.9,-0.9,209.9,6.9,3.4
Net Interest,Net Interest,1993-03-01,March 1993 Baseline,True,1995,3,231.0,232.1,-3.3,227.7,-4.4,-1.9
Net Interest,Net Interest,1993-03-01,March 1993 Baseline,True,1996,4,250.6,241.1,-7.3,243.3,2.2,0.9
Net Interest,Net Interest,1993-03-01,March 1993 Baseline,True,1997,5,270.6,244.0,-13.8,256.7,12.8,5.2
Net Interest,Net Interest,1993-03-01,March 1993 Baseline,True,1998,6,292.5,241.1,-22.0,270.5,29.4,12.2
Net Interest,Net Interest,1994-04-01,April 1994 Baseline,True,1994,1,201.2,202.9,0.0,201.2,-1.8,-0.9
Net Interest,Net Interest,1994-04-01,April 1994 Baseline,True,1995,2,213.5,232.1,0.0,213.6,-18.6,-8.0
Net Interest,Net Interest,1994-04-01,April 1994 Baseline,True,1996,3,229.8,241.1,0.1,229.9,-11.1,-4.6
Net Interest,Net Interest,1994-04-01,April 1994 Baseline,True,1997,4,241.1,244.0,-0.4,240.8,-3.2,-1.3
Net Interest,Net Interest,1994-04-01,April 1994 Baseline,True,1998,5,251.9,241.1,-0.7,251.2,10.1,4.2
Net Interest,Net Interest,1994-04-01,April 1994 Baseline,True,1999,6,263.9,229.8,-1.5,262.4,32.6,14.2
Net Interest,Net Interest,1995-04-01,April 1995 Baseline,True,1995,1,235.3,232.1,0.0,235.3,3.2,1.4
Net Interest,Net Interest,1995-04-01,April 1995 Baseline,True,1996,2,260.4,241.1,-0.0,260.3,19.3,8.0
Net Interest,Net Interest,1995-04-01,April 1995 Baseline,True,1997,3,271.2,244.0,-0.5,270.7,26.7,10.9
Net Interest,Net Interest,1995-04-01,April 1995 Baseline,True,1998,4,280.8,241.1,-0.9,279.9,38.8,16.1
Net Interest,Net Interest,1995-04-01,April 1995 Baseline,True,1999,5,296.1,229.8,-1.8,294.3,64.5,28.1
Net Interest,Net Interest,1995-04-01,April 1995 Baseline,True,2000,6,313.4,222.9,0.2,313.5,90.6,40.6
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,1996,1,239.8,241.1,-0.0,239.8,-1.2,-0.5
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,1997,2,245.6,244.0,-0.4,245.2,1.2,0.5
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,1998,3,257.2,241.1,-0.8,256.4,15.3,6.3
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,1999,4,270.9,229.8,-1.7,269.2,39.4,17.2
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,2000,5,283.1,222.9,0.4,283.5,60.5,27.1
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,2001,6,296.4,206.2,4.6,301.1,94.9,46.0
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,2002,7,311.5,170.9,13.3,324.8,153.8,90.0
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,2003,8,328.2,153.1,27.6,355.7,202.7,132.4
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,2004,9,346.3,160.2,52.6,398.8,238.6,148.9
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,2005,10,364.7,184.0,83.0,447.6,263.7,143.3
Net Interest,Net Interest,1996-05-01,May 1996 Baseline (Pre-Legislation),True,2006,11,385.5,226.6,118.6,504.1,277.5,122.4
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,1997,1,247.7,244.0,-0.1,247.6,3.7,1.5
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,1998,2,252.3,241.1,0.2,252.6,11.4,4.7
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,1999,3,260.3,229.8,-0.1,260.2,30.5,13.3
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2000,4,265.5,222.9,2.5,268.1,45.1,20.2
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2001,5,270.9,206.2,7.5,278.4,72.2,35.0
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2002,6,278.3,170.9,17.0,295.3,124.3,72.7
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2003,7,288.4,153.1,32.3,320.6,167.6,109.5
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2004,8,299.6,160.2,58.4,358.0,197.7,123.4
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2005,9,311.2,184.0,90.0,401.3,217.3,118.1
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2006,10,325.4,226.6,127.1,452.5,225.9,99.7
Net Interest,Net Interest,1997-03-01,March 1997 Baseline (Pre-Policy),True,2007,11,340.8,237.1,172.1,512.9,275.8,116.3
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,1998,1,245.1,241.1,0.0,245.1,4.0,1.7
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,1999,2,247.2,229.8,-0.8,246.4,16.7,7.2
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2000,3,242.7,222.9,2.1,244.7,21.8,9.8
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2001,4,236.7,206.2,8.3,245.1,38.9,18.9
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2002,5,230.5,170.9,20.9,251.4,80.4,47.0
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2003,6,225.6,153.1,39.9,265.5,112.4,73.4
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2004,7,221.1,160.2,69.8,290.8,130.6,81.5
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2005,8,215.1,184.0,105.7,320.8,136.8,74.3
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2006,9,208.8,226.6,147.9,356.6,130.0,57.4
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2007,10,201.7,237.1,198.3,400.0,162.9,68.7
Net Interest,Net Interest,1998-03-01,March 1998 Baseline,True,2008,11,194.1,252.8,254.7,448.8,196.1,77.6
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,1999,1,229.4,229.8,0.0,229.5,-0.3,-0.1
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2000,2,217.9,222.9,1.3,219.2,-3.7,-1.7
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2001,3,207.4,206.2,7.3,214.7,8.5,4.1
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2002,4,195.2,170.9,19.5,214.7,43.8,25.6
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2003,5,182.8,153.1,37.9,220.6,67.6,44.1
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2004,6,170.2,160.2,67.2,237.3,77.1,48.1
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2005,7,155.7,184.0,102.5,258.2,74.2,40.3
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2006,8,140.0,226.6,144.3,284.4,57.8,25.5
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2007,9,123.2,237.1,194.4,317.6,80.5,33.9
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2008,10,104.4,252.8,250.6,355.0,102.3,40.5
Net Interest,Net Interest,1999-04-01,April 1999 Baseline,True,2009,11,84.8,186.9,315.3,400.1,213.2,114.1
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2000,1,224.4,222.9,0.1,224.5,1.6,0.7
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2001,2,216.6,206.2,4.4,221.0,14.8,7.2
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2002,3,202.7,170.9,15.4,218.1,47.1,27.6
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2003,4,182.0,153.1,32.9,215.0,61.9,40.4
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2004,5,160.8,160.2,61.7,222.5,62.2,38.8
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2005,6,137.9,184.0,96.5,234.5,50.5,27.4
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2006,7,113.9,226.6,137.8,251.7,25.1,11.1
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2007,8,87.2,237.1,187.3,274.5,37.4,15.8
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2008,9,59.1,252.8,242.9,302.0,49.2,19.5
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2009,10,28.2,186.9,306.8,335.0,148.1,79.3
Net Interest,Net Interest,2000-04-01,April 2000 Baseline,True,2010,11,-5.1,196.2,382.1,377.0,180.8,92.2
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2001,1,205.4,206.2,0.5,205.9,-0.2,-0.1
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2002,2,179.6,170.9,4.4,184.0,13.1,7.7
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2003,3,163.0,153.1,14.4,177.4,24.3,15.9
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2004,4,142.3,160.2,34.8,177.2,16.9,10.6
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2005,5,116.8,184.0,60.4,177.2,-6.8,-3.7
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2006,6,90.1,226.6,91.5,181.6,-45.0,-19.9
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2007,7,60.5,237.1,130.2,190.6,-46.5,-19.6
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2008,8,26.9,252.8,174.0,200.8,-51.9,-20.5
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2009,9,-10.4,186.9,225.2,214.8,27.9,14.9
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2010,10,-51.9,196.2,286.8,234.9,38.7,19.7
Net Interest,Net Interest,2001-05-01,May 2001 Baseline,True,2011,11,-96.5,230.0,353.2,256.7,26.8,11.6
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2002,1,167.3,170.9,0.2,167.5,-3.5,-2.0
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2003,2,170.2,153.1,3.2,173.4,20.3,13.3
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2004,3,183.7,160.2,13.9,197.7,37.4,23.3
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2005,4,183.5,184.0,29.1,212.6,28.6,15.5
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2006,5,177.5,226.6,48.5,226.0,-0.6,-0.2
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2007,6,169.5,237.1,73.6,243.1,6.0,2.5
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2008,7,159.2,252.8,102.4,261.5,8.8,3.5
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2009,8,146.4,186.9,137.2,283.7,96.8,51.8
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2010,9,130.6,196.2,180.9,311.5,115.3,58.8
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2011,10,111.9,230.0,229.3,341.2,111.2,48.4
Net Interest,Net Interest,2002-03-01,March 2002 Baseline,True,2012,11,84.9,220.4,285.2,370.1,149.7,67.9
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2003,1,155.3,153.1,0.2,155.5,2.4,1.6
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2004,2,163.7,160.2,4.6,168.3,8.1,5.0
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2005,3,196.5,184.0,13.7,210.2,26.2,14.3
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2006,4,217.2,226.6,28.7,245.9,19.3,8.5
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2007,5,223.8,237.1,50.0,273.9,36.7,15.5
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2008,6,225.8,252.8,74.9,300.6,47.9,18.9
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2009,7,225.5,186.9,105.5,330.9,144.0,77.1
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2010,8,221.8,196.2,144.4,366.3,170.1,86.7
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2011,9,215.0,230.0,187.8,402.8,172.9,75.2
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2012,10,201.1,220.4,238.2,439.3,218.9,99.3
Net Interest,Net Interest,2003-03-01,March 2003 Baseline,True,2013,11,178.9,220.9,289.4,468.3,247.4,112.0
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2004,1,154.9,160.2,-0.0,154.9,-5.4,-3.4
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2005,2,180.3,184.0,0.5,180.8,-3.2,-1.7
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2006,3,220.2,226.6,5.0,225.2,-1.4,-0.6
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2007,4,256.8,237.1,13.8,270.6,33.5,14.1
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2008,5,282.2,252.8,26.0,308.2,55.4,21.9
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2009,6,301.8,186.9,44.2,346.0,159.1,85.1
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2010,7,318.2,196.2,70.5,388.7,192.6,98.1
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2011,8,330.1,230.0,101.0,431.1,201.1,87.5
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2012,9,337.7,220.4,137.7,475.4,255.0,115.7
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2013,10,340.1,220.9,174.0,514.1,293.2,132.8
Net Interest,Net Interest,2004-03-01,March 2004 Baseline,True,2014,11,343.3,229.0,205.4,548.7,319.7,139.6
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2005,1,176.6,184.0,0.1,176.8,-7.2,-3.9
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2006,2,211.2,226.6,3.8,214.9,-11.7,-5.1
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2007,3,248.3,237.1,13.0,261.3,24.2,10.2
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2008,4,273.8,252.8,27.4,301.2,48.4,19.2
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2009,5,290.3,186.9,48.6,338.9,152.0,81.3
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2010,6,304.0,196.2,78.2,382.2,186.0,94.8
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2011,7,313.3,230.0,112.5,425.8,195.8,85.1
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2012,8,316.5,220.4,153.6,470.1,249.7,113.3
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2013,9,313.8,220.9,194.7,508.5,287.6,130.2
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2014,10,311.6,229.0,231.0,542.6,313.7,137.0
Net Interest,Net Interest,2005-03-01,March 2005 Baseline,True,2015,11,307.3,223.2,261.5,568.7,345.6,154.8
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2006,1,217.7,226.6,0.2,217.9,-8.7,-3.9
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2007,2,243.4,237.1,4.3,247.8,10.7,4.5
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2008,3,261.7,252.8,13.6,275.3,22.6,8.9
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2009,4,274.1,186.9,30.5,304.6,117.7,63.0
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2010,5,286.2,196.2,56.0,342.2,146.0,74.4
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2011,6,295.4,230.0,85.8,381.2,151.3,65.8
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2012,7,298.5,220.4,122.2,420.7,200.3,90.9
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2013,8,297.0,220.9,158.3,455.3,234.4,106.1
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2014,9,295.8,229.0,189.4,485.2,256.3,111.9
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2015,10,294.4,223.2,214.2,508.6,285.4,127.9
Net Interest,Net Interest,2006-03-01,March 2006 Baseline,True,2016,11,291.4,240.0,246.7,538.1,298.1,124.2
Net Interest,Net Interest,2007-03-01,March 2007 Baseline,True,2007,1,236.1,237.1,0.2,236.3,-0.8,-0.3
Net Interest,Net Interest,2007-03-01,March 2007 Baseline,True,2008,2,250.7,252.8,5.5,256.2,3.5,1.4
Net Interest,Net Interest,2007-03-01,March 2007 Baseline,True,2009,3,256.4,186.9,20.0,276.4,89.5,47.9
Net Interest,Net Interest,2007-03-01,March 2007 Baseline,True,2010,4,265.8,196.2,43.8,309.6,113.4,57.8
